Organisation Name,Town/City,County,Type & Rating,Route,City
Acton Muslim Welfare Association,London,,Worker (A rating),Tier 2 Ministers of Religion,London / nan
Acts London,London,,Worker (A rating),Tier 2 Ministers of Religion,London / nan
Acturis Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Acuiti Labs Limited,London,,Worker (A rating),Skilled Worker,London / nan
Acuiti Labs Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
ACUITY KNOWLEDGE PARTNERS (UK) LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
ACUITY KNOWLEDGE PARTNERS (UK) LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Acuity Professional Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Acuity Professional Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Acuity Solutions Ltd,London,,Worker (A rating),Skilled Worker,London / nan
ACUK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Acumen Inc,London,,Worker (A rating),Skilled Worker,London / nan
Acumen Inc,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Acumen Solutions UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Acumen Solutions UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
ACUPAY SYSTEM LLC,London,,Worker (A rating),Skilled Worker,London / nan
ACUPAY SYSTEM LLC,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
ACUPRO CLINIC,London,,Worker (A rating),Skilled Worker,London / nan
Acurable Ltd,London,Please select,Worker (A rating),Skilled Worker,London / Please select
Acxiom Limited,London,,Worker (A rating),Skilled Worker,London / nan
Acxiom Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Ad Astra Bars Limited T\A  The Three Crowns.,London,,Worker (A rating),Skilled Worker,London / nan
Ad idem Consulting Limited,London,,Worker (A rating),Skilled Worker,London / nan
Ada Digital Health Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Ada Digital Health Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
ADAM Asset Management Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adam Bernard Solicitors,London,,Worker (A rating),Skilled Worker,London / nan
Adam Renovations Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adam Smith International Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adam Smith International Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Adam Spiegel Productions Ltd,London,,Temporary Worker (A rating),Creative Worker,London / nan
Adams Academy Inc Ltd,Aldgate,London,Worker (A rating),Skilled Worker,Aldgate / London
Adams Gold Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adamson Associates (International) Ltd,London,London,Worker (A rating),Skilled Worker,London / London
Adamson Associates (International) Ltd,London,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / London
Adaptate Biotherapeutics Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adaptive Financial Consulting Ltd,London,England,Worker (A rating),Skilled Worker,London / England
Adapts Today Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adarga Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adatis Consulting Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adbell International Limited,London,,Worker (A rating),Skilled Worker,London / nan
ADC Therapeutics (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adcolony UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adcolony UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
ADDDYNAMICS UK LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Addington Captial LLP,London,,Worker (A rating),Skilled Worker,London / nan
ADDISON BRADLEY & CO. LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
ADDISON LEE SERVICES LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Addland Limited,London,London,Worker (A rating),Skilled Worker,London / London
Addleshaw Goddard LLP,London,,Worker (A rating),Skilled Worker,London / nan
Addleshaw Goddard LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Addleshaw Goddard LLP,London,,Worker (A rating),Global Business Mobility: Graduate Trainee,London / nan
Address Intelligence Technologies Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adea Ltd  T/A  The Sichuan,London,,Worker (A rating),Skilled Worker,London / nan
Adecco UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adecco UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Adelaide Jones and Co Ltd,London,,Worker (A rating),Skilled Worker,London / nan
ADELANTA CONSULTING LTD,London,,Worker (A rating),Skilled Worker,London / nan
Adelard LLP,London,London,Worker (A rating),Skilled Worker,London / London
Adelphi Capital Management Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adept Contracts Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adeptica Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adequita Capital Limited,London,,Worker (A rating),Skilled Worker,London / nan
Aderant Legal (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Aderant Legal (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Ades Ltd,London,,Worker (A rating),Skilled Worker,London / nan
ADETA FAMILY GROUP LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Adevinta UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adevinta UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Adfenix Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adfenix Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Adform London Limited,London,,Worker (A rating),Skilled Worker,London / nan
ADG Market Making LLP,London,,Worker (A rating),Skilled Worker,London / nan
Adhunter Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adjaye Associates Limited,London,Westminster,Worker (A rating),Skilled Worker,London / Westminster
Adjust Software Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adjust Software Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Adjusting Services Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adlib Digital Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adludio Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adludio Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
ADM Capital Europe LLP,London,,Worker (A rating),Skilled Worker,London / nan
ADM Promotions UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
ADM Promotions UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Admiral Markets UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Admiral Markets UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Admiral Scaffolding Group Limited,London,,Worker (A rating),Skilled Worker,London / nan
Admix,London,,Worker (A rating),Skilled Worker,London / nan
Adonis Smart Foods Ltd,London,Lambeth,Worker (A rating),Skilled Worker,London / Lambeth
Adonis Smart Foods Ltd,London,Lambeth,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / Lambeth
Adonis Smart Foods Ltd,London,Lambeth,Worker (A rating),Global Business Mobility: Graduate Trainee,London / Lambeth
Adrem Contracts Limited,London,,Worker (A rating),Skilled Worker,London / nan
ADRIAN & CO,Norbury,Greater London,Worker (A rating),Skilled Worker,Norbury / Greater London
Adrian Hill Architects,London,LONDON,Worker (A rating),Skilled Worker,London / LONDON
Adroit Accountax Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adroll UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Adroll UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
ADROSONIC UK LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
ADROSONIC UK LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
ADS Group Limited,London,,Temporary Worker (A rating),Government Authorised Exchange,London / nan
ADS Securities London Ltd,London,,Worker (A rating),Skilled Worker,London / nan
ADS Securities London Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Adstream UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adstream UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Adsum Technologies Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adthena Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adthena Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Advance Education Centre(London),London,Brent,Worker (A rating),Skilled Worker,London / Brent
Advance Global Capital Lt,London,,Worker (A rating),Skilled Worker,London / nan
Advance International Media Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Advance Shipping Limited,London,,Worker (A rating),Skilled Worker,London / nan
Advanced Accelerator Applications (UK & Ireland) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Advanced Accelerator Applications (UK & Ireland) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Advanced Alternative Media Limited,London,,Temporary Worker (A rating),Creative Worker,London / nan
ADVANCED BROADCAST SERVICES LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Advanced Capability Solutions Ltd,London,,Worker (A rating),Skilled Worker,London / nan
ADVANCED DESIGN TECHNOLOGY LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Advanced Hair Studios Group Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Advanced Infrastructure Technology Limited,London England,,Worker (A rating),Skilled Worker,London England / nan
Advanced Interior Solutions Limited,London,,Worker (A rating),Skilled Worker,London / nan
Advanced Oncotherapy Plc,London,,Worker (A rating),Skilled Worker,London / nan
Advanced Oncotherapy Plc,London,,Temporary Worker (A rating),International Agreement,London / nan
Advanced Payment Solutions,London,,Worker (A rating),Skilled Worker,London / nan
Advancy Ltd,London,Greater London,Worker (A rating),Skilled Worker,London / Greater London
Advantage Business Systems Limited,London,London,Worker (A rating),Skilled Worker,London / London
ADVANTAX ACCOUNTANTS LTD,London,MIDDLESEX,Worker (A rating),Skilled Worker,London / MIDDLESEX
Advantech Europe BV UK Branch,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Advanz Pharma Services (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Advanz Pharma Services (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Advent International Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Advent International Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Advention Business Partners (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Advention Business Partners (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Adventure Investment Consultancy Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Adventure Pictures Ltd,London,,Temporary Worker (A rating),Creative Worker,London / nan
Adverity Ltd.,London,London,Worker (A rating),Skilled Worker,London / London
ADVERTTU LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
ADVFN PLC,London,,Worker (A rating),Skilled Worker,London / nan
ADVIZZO,London,,Worker (A rating),Skilled Worker,London / nan
Advokatfirmaet Kromann Reumert,London,,Worker (A rating),Skilled Worker,London / nan
Advokatfirmaet Thommessen AS,London,,Worker (A rating),Skilled Worker,London / nan
Advokatfirmaet Thommessen AS,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Adyen UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
AE Corp UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
AE Portsoken Asset Management Ltd,Hampstead,London,Worker (A rating),Skilled Worker,Hampstead / London
AE Portsoken Asset Management Ltd,Hampstead,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,Hampstead / London
AEA Consulting Worldwide Ltd,London,,Worker (A rating),Skilled Worker,London / nan
AEA Investors (UK) LLP,London,,Worker (A rating),Skilled Worker,London / nan
AEA Investors (UK) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
AEC SYSTEMS LTD,London,,Worker (A rating),Skilled Worker,London / nan
AECOM LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
AECOM LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Aedas London Limited,London,,Worker (A rating),Skilled Worker,London / nan
Aedas London Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
AEG Presents Ltd,London,,Worker (A rating),Skilled Worker,London / nan
AEG Presents Ltd,London,,Temporary Worker (A rating),Creative Worker,London / nan
AEG Presents Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Aegila Capital Management Limited,London,,Worker (A rating),Skilled Worker,London / nan
Aegis Vision Limited,London,,Worker (A rating),Skilled Worker,London / nan
Aegis Vision Limited,London,,Temporary Worker (A rating),Creative Worker,London / nan
AEGON UK PLC,London,,Worker (A rating),Skilled Worker,London / nan
AEGON UK PLC,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
AEI Group LTD,London,,Worker (A rating),Skilled Worker,London / nan
AEO Trading Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Aeon Trisl Investments Limited,London,,Worker (A rating),Skilled Worker,London / nan
